Title,Content,Content_english,Images,Icon,Source,Source_URL
MDS,"(Multi Displacement System): Hệ thống dung tích xi lanh biến thiên, cho phép động cơ vận hành với 2, 4 ,6... xi lanh tùy theo tải trọng và tốc độ của xe.",,https://drive.google.com/open?id=0B0wE6gMwqohFN3hBSzBUbTZRZUU,,Vietnamnet,http://vietnamnet.vn/vn/kinh-doanh/thuat-ngu-oto-doc-xong-biet-luon-181123.html
DOHC,"(Double OverHead Camshaft) là động cơ sử dụng 2 trục cam bố trí trên nắp máy, mỗi trục dẫn động một bên xu páp hút hoặc xả riêng biệt. Mục đích chính của việc sử dụng động cơ DOHC nhằm tăng số lượng van trên mỗi xi lanh do loại động cơ này có thể bố trí 4 van trên mỗi xi lanh tương đối đơn giản, nhờ đó dễ dàng đạt tốc độ vòng quay lớn, đồng thời cho phép đặt xu páp ở các vị trí tối ưu giúp tăng khả năng vận hành.",,https://drive.google.com/open?id=0B0wE6gMwqohFVVlxTld1WVAwOTQ,,Báo Thanh Niên,http://xe.thanhnien.vn/tu-van/su-khac-biet-giua-dong-co-dohc-va-sohc-7684.html
IOE,IOE (viết tắt của Intake Over Exhaust): Van nạp nằm phía trên van xả.,,https://drive.google.com/open?id=0B0wE6gMwqohFOXpPYS13dmdHMWc,,isuzu-vietnam,http://isuzu-vietnam.com/xetai/vi/y-nghia-cac-ki-hieu-viet-tat-thuong-gap-tren-xe-oto
OHV,"OVH (viết tắt của Overhead Valves) là động cơ trong đó van được đặt trong đầu xi-lanh, một cải tiến đối với động cơ flathead cũ, nơi các van được đặt trong khối bên cạnh piston.",,,,Wikipedia,https://en.wikipedia.org/wiki/Overhead_valve_engine
SOHC,"(Single OverHead Camshaft ) là động cơ chỉ có duy nhất một trục cam bố trí ở nắp máy, phía trên các van. Trục cam này dẫn động đóng mở trực tiếp cả xu páp nạp lẫn xả thông qua con đội hoặc cò mổ tùy theo các hình dạng cam khác nhau. Động cơ SOHC thông thường chỉ được bố trí 2 van cho mỗi xi lanh, vẫn có thể dùng 3 van hoặc 4 van nhưng kết cấu truyền động sẽ rất phức tạp nên hiếm khi được áp dụng.",,,,Báo Thanh Niên,http://xe.thanhnien.vn/tu-van/su-khac-biet-giua-dong-co-dohc-va-sohc-7684.html
Supercharge,Supercharger là một thiết bị (giống như máy quạt gió hoặc là máy nén khí) để điều áp trong buồng lái máy bay hoặc làm tăng áp suất dòng khí nạp vô buồng cháy của động cơ.,,,,Wikipedia,https://en.wikipedia.org/wiki/Supercharger
Turbodiesel,Turbodiesel là động cơ diesel có thiết kế tăng áp.,,,,Wikipedia,https://en.wikipedia.org/wiki/Turbo-diesel
Turbocharger,"Bộ tăng áp động cơ. Là hệ thống nạp nhiên liệu cưỡng bức trong động cơ để một động cơ có kích thước nhất định tạo nhiều công suất hơn[1]. Bộ tăng áp khác với bơm tăng nạp thông thường ở chỗ bộ tăng nạp được chạy bằng lực kéo cơ khí của động cơ thông dây cu roa nối với maniven còn bộ tăng áp động cơ được chạy bằng năng lượng khí thải tua bin. Bộ tăng áp được gắn vào họng xả động cơ, khi động cơ hoạt động, khí xả làm quay tua bin của nó, tua bin này vận hành máy nén (lắp giữa bộ lọc gió và họng nạp nhiên liệu) máy nén nạp nhiên liệu cho động cơ, khí xả thoát ra từ động cơ thổi vào các cánh tuốc bin làm quay tua bin, vì thế lượng khí thải càng đi qua tua bin càng nhiều thì tua bin quay càng nhanh.",,,,Wikipedia,https://vi.wikipedia.org/wiki/B%E1%BB%99_t%C4%83ng_%C3%A1p_%C4%91%E1%BB%99ng_c%C6%A1
VSC,"VSC (viết tắt từ Vehicle Skid Control): là hệ thống kiểm soát động lực học, có tác dụng phát hiện sự mất ổn định và hạn chế sự trượt của xe nhưng cho phép người lái duy trì sự điều khiển.",,https://drive.google.com/open?id=0B0wE6gMwqohFbEhKcnZBVmNHcnM,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/he-thong-can-bang-dien-tu-bua-ho-menh-cho-lai-xe-2207659.html
VVT-i ,"Hệ thống VVT-i là thiết kế phun xăng của hãng Toyota theo nguyên lý điện - thủy lực. Cơ cấu này giúp tối ưu hóa góc phối khí của trục cam nạp dựa trên chế độ làm việc của động cơ phối hợp với các thông số điều khiển chủ động.
Hiện nay, VVT-i được áp dụng rộng rãi trên các mẫu xe hạng trung của Toyota, đặc biệt với thiết kế động cơ 4 xi-lanh cỡ vừa và nhỏ.",,https://drive.google.com/open?id=0B0wE6gMwqohFemdqU1c3WUNBODQ,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/he-thong-nap-nhien-lieu-dien-tu-vvt-i-cua-toyota-2047428.html
BHP ,"BHP (viết tắt của brake horse power): là đơn vị đo công suất thực của động cơ, được dùng rộng rãi tại Anh nhưng ở Bắc Mỹ thì cách tính tổng công suất động cơ bằng mã lực (HP) của SAE (Hiệp hội kỹ sư oto Mỹ) lại là cách tính tiêu chuẩn.",,,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/ma-luc-thuoc-do-cong-suat-dong-co-2067254.html
EDM ,EDM (viết tắt của Electric Door Mirrors): là gương điều khiển điện.,,,,danhgiaxe.com,https://www.danhgiaxe.com/cac-thuat-ngu-o-to-thong-dung-3920
ASR ,ASR (viết tắt của Anti-Slip Regulation) là hệ thống chống trượt,,https://drive.google.com/open?id=0B0wE6gMwqohFR3M3NUk4OF9vYlE,,Wikipedia,https://en.wikipedia.org/?title=Anti_slip_regulation&redirect=no
TCS,"TCS (viết tắt của Traction Control System): là hệ thống kiểm soát lực kéo, được dùng để giảm sự trượt của bánh xe và để tăng tối đa khả năng bám đất mà không bị trượt.",,,,danhgiaxe.com,https://www.danhgiaxe.com/cac-thuat-ngu-o-to-thong-dung-3920
EDC ,EDC (viết tắt của Electronic Damper Control): là hệ thống giảm xóc điều khiển điện tử.,,https://drive.google.com/open?id=0B0wE6gMwqohFUVRqSVNldWREU2s,,danhgiaxe.com,https://www.danhgiaxe.com/cac-thuat-ngu-o-to-thong-dung-3920
EFI,EFI (viết tắt của Electronic Fuel Injection): là hệ thống phun xăng điện tử.,,https://drive.google.com/open?id=0B0wE6gMwqohFdEw4Y2JBbmZjek0,,danhgiaxe.com,https://www.danhgiaxe.com/cac-thuat-ngu-o-to-thong-dung-3920
GDI ,"GDI (viết tắt của Gasonline direct injection) chỉ các loại động cơ phun xăng trực tiếp. Trong loại động cơ này, xăng được phun thẳng vào buồng cháy của các xi-lanh, khác hẳn nguyên lý phun xăng vào đường nạp của các động cơ phun xăng điện tử thông dụng.
Động cơ GDI không dùng bướm ga để điều chỉnh lượng khí nạp như động cơ xăng dùng chế hoà khí nên đường nạp thông thoáng như đường nạp của động cơ Diezel.
",,https://drive.google.com/open?id=0B0wE6gMwqohFYTJiQVVvTVRxeEk,,Wikipedia,https://en.wikipedia.org/wiki/Gasoline_direct_injection
EAS,"EAS (viết tắt từ Electronic Controlled Air Suspension): Hệ thống treo khí nén điện tử là tên của hệ thống treo khí nén được lắp đặt trên Range Rover P38A, Range Rover năm 1995. 
EAS được phát triển vào đầu những năm 1990 bởi công ty hiện nay được gọi là Dunlop Systems và Components Ltd tại Coventry - Anh với chức năng giảm độ rung, xóc cho xe.",,,,Wikipedia,https://en.wikipedia.org/wiki/Electronic_Air_Suspension
HUD,"HUD (viết tắt của Head Up Display) là một ứng dụng được chiếu lên kính chắn gió, giúp người lái xe luôn nhìn và tập trung về phía trước.
Khi cài thiết bị HUD vào trong xe ôtô, HUD có thể cung cấp các dữ liệu thời gian thực đang xảy ra trong động cơ mà không cần bất cứ phỏng đoán GPS. ",,https://drive.google.com/open?id=0B0wE6gMwqohFdGR0YW9OTVNCX00,,Wikipedia,https://en.wikipedia.org/wiki/Head-up_display
LSD ,LSD (viết tắt của Limited-slip differential) là một cơ cấu hạn chế bộ vi sai khi một trong các bánh xe bắt đầu trượt để tạo ra một lực dẫn động phù hợp ở bánh xe kia làm cho xe chạy êm.,,,,Wikipedia,https://en.wikipedia.org/wiki/Limited-slip_differential
VTEC,"VTEC (viết tắt từ cụm từ Variable valve Timing and lift Electronic Control) là hệ thống điều khiển van biến thiên được kỹ sư thiết kế động cơ của Honda, Kenichis Nagahiro sáng tạo nên. 
Hệ thống này được phát triển nhằm cải thiện hiệu quả của các động cơ đốt trong tại các dải vòng tua động cơ khác nhau. VTEC của Honda là một trong nhiều công nghệ điều van biến thiên trên thế giới như VVT-i của Toyota hay VarioCam plus của Porsche.",,,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/tim-hieu-cong-nghe-vtec-cua-honda-2071560.html
ECU,"ECU (viết tắt từ Electronic Control Unit) là bộ điều khiển điện tử hoạt động theo chương trình, bao gồm các cảm biến kiểm soát liên tục tình trạng hoạt động của động cơ. 
Một bộ ECU tiếp nhận tín hiệu từ cảm biến, xử lý tín hiệu và đưa ra tín hiệu điều khiển đến cơ cấu chấp hành.
",,,,Wikipedia,https://en.wikipedia.org/wiki/Electronic_control_unit
Động cơ  V,"Dạng các xi-lanh xếp đều hai bên như chữ V, thường áp dụng cho xe thể thao hay những chiếc SUV dung tích lớn, thỉnh thoảng có cả sedan. Thường gặp là V6, V8, V10 và V12. 

Động cơ V thường áp dụng cho dung tích lớn hơn nhiều so với động cơ I, do đó có khả năng tạo ra hiệu suất cao hơn. Hình khối của động cơ V cũng chắc chắn hơn so với động cơ I. 

Tuy nhiên, nhược điểm là thiết kế phức tạp hơn, có hai nắp máy, chi phí đắt đỏ hơn, trọng lượng lớn hơn và thường tiêu hao nhiên liệu cũng nhiều hơn.",,https://drive.google.com/open?id=0B0wE6gMwqohFTzhTSS0xalpOVWc,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/su-khac-biet-giua-dong-co-v6-va-i4-3503279-p3.html
Động cơ W,"Động cơ W là một trong những dạng động cơ phức tạp nhất hiện nay, nổi tiếng nhất là cỗ máy W16 của Bugatti trên chiếc Veyron và hiện nay là Chiron. 
Động cơ gồm hai khối V8, đặt lệch nhau 15 độ. Mỗi khối có 8 xi-lanh chia làm hai hàng theo kiểu chữ V với góc nghiêng 90 độ với 2 tubin tăng áp. Nhờ kết cấu độc đáo động cơ 4 hàng xi-lanh, 64 van mà chỉ cần dùng đến 4 trục cam (thông thường mỗi hàng cần sử dụng 2 trục, một cho van xả, một cho van nạp).
Ngoài Bugatti còn có Bentley cũng áp dụng động cơ W, loại W12 dung tích 6 lít cho các mẫu xe của hãng như Mulsanne hay Bentayga.
Loại động cơ W cho khả năng vận hành linh hoạt giữa các xi-lanh, thậm chí vô hiệu hóa một số xi-lanh khi không cần sử dụng. Công suất cao theo dung tích nhờ có nhiều xi-lanh, độ vững chắc tốt.",,https://drive.google.com/open?id=0B0wE6gMwqohFSGJ6TVIzeTZYOVk,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/su-khac-biet-giua-dong-co-v6-va-i4-3503279-p4.html
Động cơ I,"Đây là loại động cơ phổ biến nhất trên xe dân dụng. Các xi-lanh xếp thẳng hàng với nhau nhìn như chữ I. Hay gặp nhất là I4 hoặc I3.
Ưu điểm: 
- Nhỏ gọn, phù hợp nhiều loại xe, đặc biệt xe dẫn động cầu trước. 
- Thiết kế nhỏ gọn cũng giúp giảm trọng lượng, giảm mức nhiên liệu tiêu thụ, tăng khả năng vận hành năng động.
- Dễ sửa chữa, bảo dưỡng 
- Chi phí sản xuất thấp nhờ đó giảm giá xe 
Nhược điểm: 
- Trọng tâm cao, không ổn định ở tốc độ cao.
- Độ vững chãi không tốt như máy V.",,https://drive.google.com/open?id=0B0wE6gMwqohFV3VoWVJId0kxUGM,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/su-khac-biet-giua-dong-co-v6-va-i4-3503279-p4.html
Động cơ H,,"An H engine (or H-block) is an engine configuration in which the cylinders are aligned so that if viewed from the front, they appear to be in a vertical or horizontal letter H.
An H engine can be viewed as two flat engines, one atop or beside the other. The ""two engines"" each have their own crankshaft, which are then geared together at one end for power-take-off. The H configuration allows the building of multi-cylinder engines that are shorter than the alternatives, sometimes delivering advantages on aircraft. For race-car applications there is the disadvantage of a higher centre of gravity, not only because one crankshaft is located atop the other, but also because the engine must be high enough off the ground to allow clearance underneath for a row of exhaust pipes. The power-to-weight ratio is not as good as simpler configurations employing one crankshaft. There is excellent mechanical balance, especially desirable and otherwise difficult to achieve in a four-cylinder engine.[1]",https://drive.google.com/open?id=0B0wE6gMwqohFLWVhRE82bUVvTE0,,Wikipedia,https://en.wikipedia.org/wiki/H_engine
Xe Hybrid,"Xe hybrid, thường được gọi là xe lai hay xe lai điện, là loại xe sử dụng hai nguồn động lực: Động cơ đốt trong và động cơ điện. Sự hoạt động của xe này là sự kết hợp hoạt động giữa động cơ đốt trong và động cơ điện sao cho tối ưu. Một bộ điều khiển sẽ quyết định khi nào động cơ đốt trong hoạt động, khi nào động cơ điện hoạt động và khi nào cả hai cùng hoạt động.",,https://drive.google.com/open?id=0B0wE6gMwqohFTjVYQkV6ODEtVVU,,Wikipedia,https://vi.wikipedia.org/wiki/Xe_h%C6%A1i_hybrid
Động cơ Boxer,"Động cơ Boxer là loại có các xi-lanh đối xứng nằm ngang. Động cơ có 4 xi-lanh không thông dụng như kiểu dựng đứng của I4 nhưng lại rất phù hợp cho xe thể thao. Các hãng còn sử dụng Boxer là Porsche hay Subaru. Boxer còn có thể là 6 xi-lanh chứ không chỉ 4 xi-lanh.
Động cơ dạng này có trọng tâm thấp nên giúp xe cân bằng tốt, bám sát đường và êm ái hàng đầu khi vận hành. Động cơ cũng nhẹ hơn những loại khác cùng dung tích do không tốn thêm các thành phần cân bằng.
Tuy nhiên nhược điểm khiến loại boxer không sử dụng nhiều cho xe dân dụng là kết cấu phức tạp khi có hai nắp máy, hai hàng van, kích thước xe phát triển theo chiều rộng, ảnh hưởng tới thiết kế chung của xe.",,https://drive.google.com/open?id=0B0wE6gMwqohFQ1pIYkJ6b3pGRms,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/su-khac-biet-giua-dong-co-v6-va-i4-3503279-p5.html
Drift,"Drift là một kỹ thuật lái xe mà người lái cố tình làm trượt bánh sau trong khi vẫn có thể điều khiển xe theo hướng mong muốn ở tốc độ nhất định. Thông thường, xe dùng drift dẫn động cầu sau với hệ thống treo MacPherson, trọng lượng nhẹ, có mức công suất không quá lớn và khoảng cách giữa hai bánh không quá ngắn.",,https://drive.google.com/open?id=0B0wE6gMwqohFbko0WDJ1SDdZR3M,,Wikipedia,https://en.wikipedia.org/wiki/Drifting_(motorsport)
CKD,"Viết tắt từ Completely Knocked Down: Nghĩa là xe lắp ráp trong nước với 100% linh kiện được nhập khẩu (completely). Ở trường hợp này, hãng xe (có nhà máy ở VN) đã nhập khẩu toàn bộ linh kiện sau đó gia công, lắp ráp thành chiếc xe hoàn chỉnh.",,,,,https://tinhte.vn/threads/xe-hoi-ckd-cbu-skd-co-nghia-la-gi.2440483/
SKD,Viết tắt của Semi-Knocked Down: Xe lắp ráp trong nước có một số linh kiện đã được nội địa hóa .,,,,,https://tinhte.vn/threads/xe-hoi-ckd-cbu-skd-co-nghia-la-gi.2440483/
CBU,"Viết tắt của Completely Built-Up: Xe được sản xuất hoàn toàn ở nước ngoài và nhập khẩu nguyên chiếc về VN. Ví dụ BMW, Audi không có nhà máy ở VN nên chỉ kinh doanh xe nhập khẩu nguyên chiếc.",,,,,https://tinhte.vn/threads/xe-hoi-ckd-cbu-skd-co-nghia-la-gi.2440483/
FBU,Viết tắt của Fully Built Up: Giống nghĩa với CBU nhưng rất hiếm khi thấy sử dụng từ này.,,,,,https://tinhte.vn/threads/xe-hoi-ckd-cbu-skd-co-nghia-la-gi.2440483/
